"Charity","EffectiveAltruism","EffectiveAltruism2","WorkStatus","Profession","Degree","Age","Income","Year","CharityLog","IncomeLog","Bachelors","Highschool","Masters","MDJDotherprofessionaldegree","None","Other","PhD.","twoyeardegree","Academicsontheteachingside","Forprofitwork","Governmentwork","Homemaker","Independentlywealthy","Nonprofitwork","Selfemployed","Student","Unemployed"
340,TRUE,NA,"Student","Biology","High school",20,NA,"2013",5.83188247728352,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,FALSE,NA,"Student","Physics","Masters",32,NA,"2013",NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
250,FALSE,NA,"Unemployed","Philosophy","Bachelors",33,NA,"2013",5.52545293913178,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
675,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",27,54000,"2013",6.51619307604296,10.8967578438935,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,FALSE,NA,"Student","Other ""hard science""","High school",21,NA,"2013",2.39789527279837,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,FALSE,NA,"Student","Computers (practical: IT programming etc.)","High school",23,33000,"2013",NA,10.4042931430198,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",21,0,"2013",NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,FALSE,NA,"Student","Physics","Other",29,NA,"2013",0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Forprofit work","Other","High school",26,13000,"2013",0,9.47278155656217,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,FALSE,NA,"Student","Psychology","High school",26,110000,"2013",3.93182563272433,11.6082447356423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,TRUE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Ph D.",29,25000,"2013",0,10.1266711030504,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,TRUE,NA,"Student","Computers (practical: IT programming etc.)","Bachelors",19,NA,"2013",0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,TRUE,NA,"Student","Computers (practical: IT programming etc.)","High school",18,0,"2013",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1100,FALSE,NA,"Academics on the teaching side","Computers (AI)","Masters",30,40000,"2013",7.00397413672268,10.5966597327836,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,TRUE,NA,"Student","Mathematics","High school",27,0,"2013",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,FALSE,NA,"Student","Physics","Other",22,NA,"2013",NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3500,TRUE,NA,"Student","Computers (practical: IT programming etc.)","High school",28,29000,"2013",8.16080392095467,10.2750855911327,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70,TRUE,NA,"Student","Physics","Bachelors",23,0,"2013",4.26267987704132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,FALSE,NA,"Student","Finance / Economics","High school",34,NA,"2013",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Forprofit work","Other","High school",22,NA,"2013",0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,TRUE,NA,"Selfemployed","Business","Masters",24,0,"2013",6.21660610108486,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,FALSE,NA,"Student","Other","High school",29,15000,"2013",0,9.61587214452889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,NA,"Forprofit work","Computers (practical: IT programming etc.)","Masters",46,NA,"2013",NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,NA,NA,"Student","Engineering","Masters",46,NA,"2013",NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
700,FALSE,NA,"Student","Other","High school",46,50000,"2013",6.55250788703459,10.8197982842103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Student","Engineering","High school",26,NA,"2013",0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2200,FALSE,NA,"Student","Engineering","High school",24,30000,"2013",7.69666708152646,10.3089859934221,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Forprofit work","Computers (AI)","Masters",34,160000,"2013",0,11.9829353441964,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,NA,NA,"Academics on the teaching side","Mathematics","Bachelors",26,NA,"2013",NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,FALSE,NA,"Student","Statistics","High school",22,NA,"2013",0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Selfemployed","Computers (practical: IT programming etc.)","Masters",36,NA,"2013",0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,FALSE,NA,"Student","Computers (AI)","Masters",19,NA,"2013",0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Student","Computers (other academic computer science)","High school",19,NA,"2013",0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,FALSE,NA,"Government work","Other","Masters",20,0,"2013",3.25809653802148,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",28,7000,"2013",3.58351893845611,8.8538082749772,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Masters",62,NA,"2013",4.61512051684126,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,TRUE,NA,"Unemployed","Computers (other academic computer science)","Bachelors",28,NA,"2013",NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
400,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","MDJDother professional degree",36,80000,"2013",5.99396142730657,11.2897944135779,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2500,TRUE,NA,"Student","Physics","High school",22,NA,"2013",7.82444593087762,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
135,TRUE,NA,"Forprofit work","Mathematics","High school",21,8000,"2013",4.91265488573605,8.98732181285012,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",33,NA,"2013",0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","two year degree",26,NA,"2013",0,NA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6000,TRUE,NA,"Student","Computers (practical: IT programming etc.)","High school",26,150000,"2013",8.69968140098951,11.9183972397228,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
150,TRUE,NA,"Student","Other","None",25,18000,"2013",5.01727983681492,9.7981825908907,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,NA,"Unemployed","Business","Bachelors",18,NA,"2013",NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,FALSE,NA,"Student","Physics","High school",38,150000,"2013",7.60140233458373,11.9183972397228,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,FALSE,NA,"Student","Computers (AI)","Masters",33,96000,"2013",4.61512051684126,11.4721138870624,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,FALSE,NA,"Student","Other ""hard science""","two year degree",31,30000,"2013",4.61512051684126,10.3089859934221,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
300,FALSE,NA,"Academics on the teaching side","Engineering","Bachelors",34,83000,"2013",5.70711026474888,11.3266079348989,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40000,TRUE,NA,"Student","Mathematics","Bachelors",42,3e+05,"2013",10.5966597327836,12.6115410869661,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,NA,"Student","Engineering","Masters",30,NA,"2013",NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,NA,"Government work","Physics","Ph D.",39,NA,"2013",NA,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
NA,NA,NA,"Government work","Mathematics","Masters",18,NA,"2013",NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6000,TRUE,NA,"Government work","Mathematics","Masters",30,110000,"2013",8.69968140098951,11.6082447356423,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,TRUE,NA,"Government work","Mathematics","Masters",26,18,"2013",0,2.94443897916644,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5000,TRUE,NA,"Unemployed","Mathematics","Bachelors",37,63000,"2013",8.5173931714189,11.0509058782636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1000,TRUE,NA,"Student","Mathematics","Bachelors",31,74000,"2013",6.90875477931522,11.2118338856085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,TRUE,NA,"Forprofit work","Medicine","Bachelors",25,NA,"2013",0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,NA,NA,"Selfemployed","Computers (practical: IT programming etc.)","High school",35,NA,"2013",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,FALSE,NA,"Student","Mathematics","High school",26,65000,"2013",0,11.0821579333748,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,NA,"Forprofit work","Engineering","Masters",20,NA,"2013",NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,FALSE,NA,"Student","Psychology","High school",19,600,"2013",2.77258872223978,6.39859493453521,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1000,FALSE,NA,"Student","Engineering","High school",32,60000,"2013",6.90875477931522,11.002116507732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,FALSE,NA,"Student","Other ""hard science""","Bachelors",23,73000,"2013",4.61512051684126,11.1982284186668,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Student","Statistics","High school",36,25000,"2013",0,10.1266711030504,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,NA,"Independently wealthy","Biology","Bachelors",25,NA,"2013",NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,FALSE,NA,"Independently wealthy","Other","Bachelors",20,0,"2013",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,FALSE,NA,"Forprofit work","Computers (AI)","Ph D.",25,18000,"2013",0,9.7981825908907,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NA,NA,NA,"Forprofit work","Mathematics","Bachelors",21,NA,"2013",NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,NA,NA,"Student","Mathematics","High school",34,NA,"2013",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",27,NA,"2013",3.93182563272433,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,FALSE,NA,"Forprofit work","Other ""social science""","Bachelors",36,80000,"2013",6.21660610108486,11.2897944135779,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",27,1e+05,"2013",0,11.5129354649202,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,TRUE,NA,"Student","Psychology","Masters",21,0,"2013",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80,TRUE,NA,"Student","Other ""social science""","High school",20,NA,"2013",4.39444915467244,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,NA,"Forprofit work","Computers (AI)","Bachelors",23,NA,"2013",NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,NA,NA,"Forprofit work","Computers (practical: IT programming etc.)","MDJDother professional degree",17,NA,"2013",NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
100,FALSE,NA,"Academics on the teaching side","Psychology","Ph D.",20,14000,"2013",4.61512051684126,9.54688403461792,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","High school",24,20159,"2013",0,9.91145572218531,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,TRUE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Ph D.",27,NA,"2013",0,NA,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NA,NA,NA,"Academics on the teaching side","Psychology","Masters",22,NA,"2013",NA,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
126.5,TRUE,NA,"Academics on the teaching side","Other ""hard science""","Ph D.",25,NA,"2013",4.84811636459848,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
25000,TRUE,NA,"Student","Computers (practical: IT programming etc.)","High school",28,50000,"2013",10.1266711030504,10.8197982842103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Masters",38,120000,"2013",0,11.6952553550628,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,FALSE,NA,"Student","Medicine","Bachelors",23,0,"2013",3.93182563272433,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,FALSE,NA,"Government work","Other","Masters",22,20000,"2013",NA,9.90353755128617,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1500,TRUE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Masters",20,0,"2013",7.31388683163346,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,FALSE,NA,"Student","Computers (other academic computer science)","Bachelors",26,0,"2013",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,FALSE,NA,"Selfemployed","Art","Bachelors",26,47000,"2013",3.71357206670431,10.7579241570616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",34,80000,"2013",0,11.2897944135779,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,FALSE,NA,"Student","Computers (other academic computer science)","High school",23,110000,"2013",0,11.6082447356423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,TRUE,NA,"Student","Physics","High school",21,NA,"2013",0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",36,NA,"2013",NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
300,TRUE,NA,"Student","Computers (other academic computer science)","Masters",27,0,"2013",5.70711026474888,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,FALSE,NA,"Student","Physics","Bachelors",23,0,"2013",3.93182563272433,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
300,TRUE,NA,"Student","Finance / Economics","two year degree",20,10000,"2013",5.70711026474888,9.21044036697652,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,NA,NA,"Selfemployed","Business","Bachelors",16,0,"2013",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NA,NA,NA,"Unemployed","Computers (practical: IT programming etc.)","Bachelors",28,NA,"2013",NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,TRUE,NA,"Student","Finance / Economics","High school",27,70000,"2013",7.60140233458373,11.1562648066437,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Forprofit work","Engineering","Masters",40,NA,"2013",0,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,NA,NA,"Student","Law","Bachelors",29,NA,"2013",NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200,FALSE,NA,"Student","Neuroscience","High school",29,65000,"2013",5.30330490805908,11.0821579333748,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
300,FALSE,NA,"Student","Other","High school",33,90000,"2013",5.70711026474888,11.4075760603618,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2250,FALSE,NA,"Student","Engineering","Bachelors",23,28000,"2013",7.71912984090673,10.2399955028053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200,FALSE,NA,NA,NA,NA,27,NA,"2013",5.30330490805908,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,FALSE,NA,"Government work","Computers (practical: IT programming etc.)","High school",52,NA,"2013",5.70711026474888,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NA,TRUE,NA,"Student","Computers (practical: IT programming etc.)","High school",29,NA,"2013",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
300,FALSE,NA,NA,NA,NA,17,0,"2013",5.70711026474888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,"Unemployed",NA,"High school",24,NA,"2013",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,FALSE,NA,"Forprofit work","Psychology","Masters",37,1e+05,"2013",NA,11.5129354649202,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
200,TRUE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Masters",21,45000,"2013",5.30330490805908,10.7144399907278,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,NA,NA,"Student","Art","High school",30,140000,"2013",NA,11.8494048444231,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Student","Computers (practical: IT programming etc.)","High school",28,NA,"2013",0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,TRUE,NA,"Student","Finance / Economics","High school",21,45000,"2013",0,10.7144399907278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Student","Computers (other academic computer science)","Bachelors",18,0,"2013",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,TRUE,NA,"Government work","Physics","Masters",18,NA,"2013",0,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3600,FALSE,NA,"Government work","Law","Bachelors",23,55000,"2013",8.18896686364888,10.9151066458675,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NA,NA,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",26,NA,"2013",NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,FALSE,NA,"Student","Mathematics","High school",22,16000,"2013",0,9.68040649926887,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,NA,NA,"Independently wealthy","Computers (practical: IT programming etc.)","Masters",17,0,"2013",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45,TRUE,NA,"Student","Finance / Economics","Bachelors",39,2700,"2013",3.8286413964891,7.90137735379262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,NA,"Student","Other","two year degree",34,NA,"2013",NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,TRUE,NA,"Unemployed","Other","High school",20,1500,"2013",0,7.31388683163346,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",21,0,"2013",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,TRUE,NA,"Unemployed","Computers (practical: IT programming etc.)","Bachelors",20,NA,"2013",NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,NA,"Forprofit work","Computers (practical: IT programming etc.)","Masters",39,NA,"2013",NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",24,21000,"2013",3.71357206670431,9.95232533461943,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
276,FALSE,NA,"Student","Physics","Bachelors",26,22000,"2013",5.62401750618734,9.99884318585288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,FALSE,NA,"Unemployed","Computers (practical: IT programming etc.)","Bachelors",24,12000,"2013",3.93182563272433,9.39274525863144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,NA,"Forprofit work","Other","Other",37,NA,"2013",NA,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
30,TRUE,NA,"Student","Finance / Economics","High school",21,NA,"2013",3.43398720448515,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10000,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Masters",60,325000,"2013",9.21044036697652,12.6915835382302,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",16,NA,"2013",0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,NA,NA,"Student","Engineering","Bachelors",20,NA,"2013",NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2000,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",29,25000,"2013",7.60140233458373,10.1266711030504,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
300,FALSE,NA,"Selfemployed","Computers (practical: IT programming etc.)","Bachelors",33,30000,"2013",5.70711026474888,10.3089859934221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100,TRUE,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",52,134000,"2013",4.61512051684126,11.8056025415918,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,FALSE,NA,"Unemployed","Psychology","High school",21,NA,"2013",0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,FALSE,NA,"Student","Philosophy","High school",26,NA,"2013",3.04452243772342,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,NA,"Forprofit work","Computers (practical: IT programming etc.)","Masters",24,NA,"2013",NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,TRUE,NA,"Forprofit work","Business","Bachelors",35,45000,"2013",6.21660610108486,10.7144399907278,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
75,TRUE,NA,"Forprofit work","Computers (AI)","None",24,15000,"2013",4.33073334028633,9.61587214452889,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
NA,NA,NA,"Student","Computers (practical: IT programming etc.)","High school",29,NA,"2013",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,TRUE,NA,"Unemployed","Computers (practical: IT programming etc.)","High school",23,80000,"2013",0,11.2897944135779,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,NA,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",NA,NA,"2013",0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,TRUE,NA,"Student","Computers (practical: IT programming etc.)","High school",24,NA,"2013",0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Student","Statistics","Bachelors",22,0,"2013",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
300,TRUE,NA,"Selfemployed","Other ""social science""","Other",20,3000,"2013",5.70711026474888,8.00670084544037,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
75,FALSE,NA,"Academics on the teaching side","Philosophy","Ph D.",26,18500,"2013",4.33073334028633,9.8255800636596,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2000,TRUE,NA,"Student","Mathematics","Bachelors",27,36000,"2013",7.60140233458373,10.4913019948302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Student","Physics","Bachelors",23,33000,"2013",0,10.4042931430198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,TRUE,NA,"Forprofit work","Other ""social science""","two year degree",25,NA,"2013",0,NA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,FALSE,NA,"Forprofit work","Computers (practical: IT programming etc.)","two year degree",24,78000,"2013",0,11.2644769261024,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
NA,NA,NA,"Student","Neuroscience","High school",19,NA,"2013",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,NA,"Forprofit work","Engineering","Bachelors",28,NA,"2013",NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2120,TRUE,NA,"Student","Computers (practical: IT programming etc.)","High school",28,130000,"2013",7.65964295456468,11.7752974217158,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,NA,"Student","Philosophy","Masters",22,NA,"2013",NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,NA,"Academics on the teaching side","Other ""social science""","Masters",19,NA,"2013",NA,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,TRUE,NA,"Nonprofit work","Computers (practical: IT programming etc.)","Masters",29,NA,"2013",0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,FALSE,NA,"Student","Computers (practical: IT programming etc.)","High school",33,NA,"2013",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Forprofit work","Engineering","Bachelors",32,55000,"2013",0,10.9151066458675,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
180,TRUE,NA,"Selfemployed","Other","Bachelors",34,NA,"2013",5.19849703126583,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NA,NA,NA,"Forprofit work","Computers (practical: IT programming etc.)","Bachelors",19,NA,"2013",NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NA,TRUE,NA,"Nonprofit work","Finance / Economics","Bachelors",27,NA,"2013",NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,FALSE,NA,"Student","Psychology","High school",17,NA,"2013",0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,FALSE,NA,"Student","Mathematics","High school",19,31800,"2013",0,10.3672530148147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FALSE,NA,"Student","Other ""social science""","Bachelors",25,70000,"2013",0.693147180559945,11.1562648066437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
